City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Rapid Valley,US,44.0625,-103.1463,27.57,87,90,3.44,fog
348,Lujan,AR,-34.5703,-59.105,72.03,80,55,8.16,broken clouds
349,Khor,RU,47.8861,134.9464,18.39,94,60,9.57,broken clouds
350,Imeni Poliny Osipenko,RU,52.4201,136.4853,16.14,93,100,9.48,overcast clouds
351,Khatanga,RU,71.9667,102.5,-45.56,100,96,4.5,overcast clouds
352,Aykhal,RU,66.0,111.5,-24.99,100,100,8.05,overcast clouds
353,Khajuraho,IN,24.85,79.9333,51.96,64,1,1.86,clear sky
354,Mahebourg,MU,-20.4081,57.7,74.25,88,40,4.61,scattered clouds
355,Naryan-Mar,RU,67.6713,53.087,13.87,95,97,11.56,overcast clouds
356,Lake City,US,30.1897,-82.6393,70.0,94,1,3.44,clear sky
357,Bichura,RU,50.5881,107.6022,6.01,95,100,5.26,overcast clouds
358,Sola,VU,-13.8833,167.55,83.23,74,70,8.95,broken clouds
359,Andenes,NO,69.3143,16.1194,31.98,69,90,8.05,overcast clouds
360,Lorengau,PG,-2.0226,147.2712,82.2,85,100,14.58,moderate rain
361,Brae,GB,60.3964,-1.353,39.11,87,100,7.0,overcast clouds
362,Arvika,SE,59.6553,12.5852,34.5,98,100,6.17,light rain
363,Moranbah,AU,-22.0016,148.0466,88.57,42,13,5.35,few clouds
364,Flinders,AU,-34.5833,150.8552,71.19,59,52,20.33,broken clouds
365,Suez,EG,29.9737,32.5263,57.65,63,25,0.81,scattered clouds
366,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.15,45,0,16.11,clear sky
367,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,74,40,15.99,scattered clouds
368,Ejura,GH,7.3856,-1.3562,75.78,28,100,2.89,overcast clouds
369,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,80.11,38,89,9.01,overcast clouds
370,Sisimiut,GL,66.9395,-53.6735,16.57,68,100,6.04,overcast clouds
371,Cervo,ES,43.6702,-7.4101,54.97,82,100,10.09,overcast clouds
372,Beringovskiy,RU,63.05,179.3167,-17.91,94,27,6.24,scattered clouds
373,Karratha,AU,-20.7377,116.8463,102.18,17,32,15.52,scattered clouds
374,Chuy,UY,-33.6971,-53.4616,60.64,83,80,6.17,broken clouds
375,Kysyl-Syr,RU,63.8986,122.7617,-4.76,99,100,4.18,overcast clouds
376,Chapais,CA,49.7834,-74.8492,17.38,96,84,5.06,broken clouds
377,Pierre,US,44.3683,-100.351,34.05,86,90,8.99,overcast clouds
378,Agadir,MA,30.4202,-9.5982,46.85,42,0,5.61,clear sky
379,Toora-Khem,RU,52.4675,96.11,-5.35,99,97,2.04,overcast clouds
380,Rosarito,MX,32.3333,-117.0333,59.38,67,8,5.01,clear sky
381,Kaseda,JP,31.4167,130.3167,60.03,69,6,3.29,clear sky
382,Tooele,US,40.5308,-112.2983,27.25,93,1,8.05,clear sky
383,Deyang,CN,31.1302,104.382,50.02,85,99,2.04,overcast clouds
384,Ferrol,ES,43.4832,-8.2369,56.71,90,100,8.46,overcast clouds
385,Puerto Madero,MX,14.7208,-92.4215,77.2,100,1,0.0,clear sky
386,Bulungu,CD,-4.55,18.6,71.67,96,87,0.76,light rain
387,Repcelak,HU,47.4211,17.018,33.85,94,100,3.89,overcast clouds
388,Katherine,AU,-14.4667,132.2667,89.92,48,49,4.61,scattered clouds
389,Villazon,BO,-22.0866,-65.5942,50.94,78,100,7.16,overcast clouds
390,Camp Verde,US,34.5636,-111.8543,51.89,31,100,5.73,overcast clouds
391,Tiksi,RU,71.6872,128.8694,-3.96,89,100,9.98,overcast clouds
392,Luocheng,CN,29.3848,104.0286,49.28,89,100,5.75,overcast clouds
393,Ostrovnoy,RU,68.0531,39.5131,22.01,74,100,28.7,overcast clouds
394,Pisco,PE,-13.7,-76.2167,68.05,77,90,12.66,overcast clouds
395,Pascagoula,US,30.3658,-88.5561,74.41,96,90,9.22,overcast clouds
396,Matara,LK,5.9485,80.5353,74.39,89,20,6.93,few clouds
397,Coquimbo,CL,-29.9533,-71.3436,62.33,72,90,4.61,overcast clouds
398,Vardo,NO,70.3705,31.1107,26.08,87,100,26.55,overcast clouds
399,Mahanoro,MG,-19.9,48.8,74.32,84,70,3.94,light rain
400,Ossora,RU,59.2353,163.0719,6.03,92,100,4.45,overcast clouds
401,Santa Maria,BR,-29.6842,-53.8069,70.9,56,0,12.66,clear sky
402,Samarai,PG,-10.6167,150.6667,86.13,71,93,17.29,overcast clouds
403,Klyuchi,RU,52.2667,79.1667,12.45,73,66,12.21,broken clouds
404,Tumpat,MY,6.1978,102.171,82.45,74,20,9.22,few clouds
405,Knysna,ZA,-34.0363,23.0471,66.58,96,52,6.15,broken clouds
406,Yingcheng,CN,30.95,113.55,51.85,79,100,13.96,overcast clouds
407,Letlhakane,BW,-21.4167,25.5833,71.51,73,100,8.23,light rain
408,Coari,BR,-4.085,-63.1414,75.31,97,96,0.96,overcast clouds
409,Kedougou,SN,12.5579,-12.1743,76.42,22,76,3.18,broken clouds
410,Shelburne,CA,44.0787,-80.2041,35.49,96,100,7.05,overcast clouds
411,Fort Nelson,CA,58.8053,-122.7002,2.79,85,75,0.0,broken clouds
412,Puerto Suarez,BO,-18.95,-57.8,79.47,42,77,1.92,broken clouds
413,Teguise,ES,29.0605,-13.564,59.22,77,20,16.11,few clouds
414,Bardiyah,LY,31.7561,25.0865,59.77,50,0,7.74,clear sky
415,Guacimo,CR,10.2104,-83.6807,79.38,92,79,3.15,broken clouds
416,Kachhwa,IN,25.2167,82.7167,53.58,59,0,5.59,clear sky
417,Aldan,RU,58.6031,125.3894,-5.84,89,100,3.65,overcast clouds
418,Thinadhoo,MV,0.5333,72.9333,80.65,76,100,1.19,overcast clouds
419,Hoi An,VN,15.8794,108.335,71.56,79,92,4.23,overcast clouds
420,Seddon,AU,-37.8068,144.8916,72.68,54,90,14.97,overcast clouds
421,Moose Factory,CA,51.2585,-80.6094,19.4,86,1,8.05,clear sky
422,Jalu,LY,29.0331,21.5482,52.57,35,65,4.54,broken clouds
423,San Felipe,VE,10.3399,-68.7425,71.2,93,63,4.09,broken clouds
424,Japura,ID,-0.3167,102.35,77.05,91,94,1.92,overcast clouds
425,Savinka,RU,50.0785,47.0994,25.93,90,29,12.84,scattered clouds
426,Luganville,VU,-15.5333,167.1667,86.72,69,88,8.72,overcast clouds
427,Salihorsk,BY,52.7876,27.5415,40.84,93,100,17.87,overcast clouds
428,Namatanai,PG,-3.6667,152.4333,86.25,67,77,10.11,broken clouds
429,Mackay,AU,-21.15,149.2,91.69,71,1,6.33,clear sky
430,Vyazma,RU,55.2104,34.2951,17.6,83,100,13.04,overcast clouds
431,Hyeres,FR,43.1167,6.1167,46.15,48,0,18.41,clear sky
432,Barao De Melgaco,BR,-16.1944,-55.9675,84.72,73,100,3.38,overcast clouds
433,Oriximina,BR,-1.7656,-55.8661,79.02,83,92,3.02,overcast clouds
434,Terrace,CA,54.5163,-128.6035,33.71,100,75,3.44,light snow
435,Itum-Kale,RU,42.7356,45.5758,40.59,49,0,5.93,clear sky
436,Chicama,PE,-7.8447,-79.1469,63.14,75,97,5.14,overcast clouds
437,Vila Velha,BR,-20.3297,-40.2925,73.94,89,40,10.0,scattered clouds
438,Parintins,BR,-2.6283,-56.7358,80.24,78,100,0.78,overcast clouds
439,Mana,GF,5.6592,-53.7767,77.63,90,100,8.34,light rain
440,North Vanlaiphai,IN,23.1333,93.0667,49.8,99,21,2.06,few clouds
441,Umm Kaddadah,SD,13.6017,26.6876,66.36,32,4,15.05,clear sky
442,Nuevitas,CU,21.5453,-77.2644,74.64,74,8,11.41,clear sky
443,Bonavista,CA,48.6499,-53.1147,23.11,71,81,17.63,broken clouds
444,Tonshayevo,RU,57.736,47.0127,-4.68,99,30,3.87,scattered clouds
445,Poum,NC,-20.2333,164.0167,82.18,77,100,16.46,overcast clouds
446,Zhanaozen,KZ,43.3,52.8,40.23,88,100,11.74,overcast clouds
447,Senneterre,CA,48.3835,-77.2328,14.22,99,100,2.01,overcast clouds
448,Orange Cove,US,36.6244,-119.3137,53.26,69,57,1.23,broken clouds
449,Abrau-Dyurso,RU,44.69,37.59,44.06,69,62,10.02,broken clouds
450,Kernersville,US,36.1199,-80.0736,53.44,89,90,1.99,mist
451,Canon City,US,38.441,-105.2424,32.16,27,1,5.01,clear sky
452,Macheng,CN,31.1783,115.0319,52.39,58,99,8.95,overcast clouds
453,Garissa,KE,-0.4536,39.6401,75.83,82,39,6.58,scattered clouds
454,Ust-Nera,RU,64.5667,143.2,-33.92,99,94,2.93,overcast clouds
455,Horsham,GB,51.064,-0.3272,39.63,85,0,6.91,clear sky
456,Puerto Escondido,MX,15.85,-97.0667,83.23,65,90,5.75,overcast clouds
457,Baghmara,IN,23.795,86.2085,64.04,56,9,6.2,clear sky
458,Chernyshevskiy,RU,63.0128,112.4714,-12.3,95,99,6.4,overcast clouds
459,Lovington,US,32.944,-103.3485,58.03,40,1,4.0,clear sky
460,Praya,CV,14.9215,-23.5087,72.14,78,20,16.11,few clouds
461,Katobu,ID,-4.9408,122.5276,84.07,75,62,6.91,broken clouds
462,Koungheul,SN,13.9833,-14.8,78.44,18,80,3.06,broken clouds
463,Cayenne,GF,4.9333,-52.3333,79.09,90,75,3.0,broken clouds
464,Kozhva,RU,65.1073,57.0459,12.33,94,99,8.25,overcast clouds
465,Nikolsk,RU,53.7189,46.0712,16.97,70,0,9.08,clear sky
466,Muisne,EC,0.6,-80.0333,73.99,90,100,11.61,light rain
467,Tlanalapan,MX,19.25,-97.2667,47.5,61,13,5.14,few clouds
468,Vulcan,RO,45.3833,23.2667,35.11,96,96,2.42,overcast clouds
469,Ilo,PE,-17.6394,-71.3375,66.11,76,11,3.31,few clouds
470,Lumphat,KH,13.4878,106.9816,69.93,69,23,4.23,few clouds
471,Grand Gaube,MU,-20.0064,57.6608,74.37,77,16,5.01,few clouds
472,Gushikawa,JP,26.3544,127.8686,71.19,64,1,12.66,clear sky
473,College,US,64.8569,-147.8028,10.35,83,90,4.61,light snow
474,Joshimath,IN,30.5667,79.5667,35.51,25,0,11.05,clear sky
475,Hovd,MN,48.0056,91.6419,5.88,60,0,0.98,clear sky
476,Bakhmach,UA,51.1808,32.7569,42.48,90,100,17.98,overcast clouds
477,Byron Bay,AU,-28.65,153.6167,80.55,65,66,11.21,broken clouds
478,Nishihara,JP,26.1842,127.7558,71.26,64,20,11.5,few clouds
479,Marystown,CA,47.1666,-55.1483,24.85,100,100,8.68,overcast clouds
480,Kyzyl-Suu,KG,42.3414,78.0056,20.37,49,0,10.02,clear sky
481,Olafsvik,IS,64.8945,-23.7142,37.33,70,100,22.37,light rain
482,Tezu,IN,27.9167,96.1667,60.51,59,80,2.64,broken clouds
483,Esperance,AU,-33.8667,121.9,71.44,63,47,14.56,scattered clouds
484,Seoul,KR,37.5683,126.9778,40.51,100,75,3.44,fog
485,Sindor,RU,62.8629,51.8905,5.43,95,22,6.58,few clouds
486,Pontes E Lacerda,BR,-15.2261,-59.3353,80.1,71,100,2.82,overcast clouds
487,Port Lincoln,AU,-34.7333,135.8667,65.84,64,87,11.59,overcast clouds
488,Filingue,NE,14.3521,3.3168,71.78,16,85,8.66,overcast clouds
489,Krasnoselkup,RU,65.7,82.4667,6.26,95,100,17.45,snow
490,Chumikan,RU,54.7183,135.315,3.63,86,100,6.73,overcast clouds
491,Birstonas,LT,54.6167,24.0333,34.83,100,100,3.38,overcast clouds
492,Olinda,BR,-8.0089,-34.8553,82.13,69,40,10.36,scattered clouds
493,Rio Grande,BR,-32.035,-52.0986,64.94,76,42,8.59,scattered clouds
494,Dongkan,CN,33.9997,119.8308,49.53,67,100,4.5,overcast clouds
495,Yen Bai,VN,21.7,104.8667,67.73,85,100,2.8,overcast clouds
496,Popondetta,PG,-8.7537,148.2534,91.6,52,100,3.67,overcast clouds
497,Makurdi,NG,7.7411,8.5121,75.29,23,51,2.8,broken clouds
498,Vanimo,PG,-2.6741,141.3028,86.27,68,100,8.46,overcast clouds
499,Roma,US,43.2128,-75.4557,39.88,83,1,4.61,clear sky
500,Union,US,40.6334,-74.2663,46.69,77,90,0.0,overcast clouds
501,Bull Savanna,JM,17.8868,-77.5902,73.81,79,5,7.34,clear sky
502,Lake Havasu City,US,34.4839,-114.3224,56.01,22,1,8.99,clear sky
503,Mangaluru,IN,12.8667,74.8833,74.26,94,20,0.0,mist
504,Kula,TR,38.5473,28.6498,45.99,89,86,3.74,overcast clouds
505,Yerofey Pavlovich,RU,53.9667,121.9667,4.37,94,99,1.3,overcast clouds
506,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,16.11,few clouds
507,Fukue,JP,32.6881,128.8419,59.36,77,75,5.75,broken clouds
508,Tricase,IT,39.9304,18.3553,52.32,88,100,26.33,overcast clouds
509,Zharkent,KZ,44.1628,80.0,23.76,29,0,2.13,clear sky
510,Mizdah,LY,31.4451,12.9801,45.27,44,0,12.5,clear sky
511,Marsa Matruh,EG,31.3525,27.2453,53.8,82,0,2.3,clear sky
512,Hay River,CA,60.8156,-115.7999,-0.42,78,20,3.44,few clouds
513,Birnin Kebbi,NG,12.4539,4.1975,70.16,20,49,9.98,scattered clouds
514,Deputatskiy,RU,69.3,139.9,-16.85,99,100,0.72,overcast clouds
515,Teguldet,RU,57.3064,88.1667,13.3,90,100,11.74,overcast clouds
516,Odweyne,SO,9.4092,45.064,60.01,71,6,14.81,clear sky
517,Durban,ZA,-29.8579,31.0292,76.93,86,98,7.0,overcast clouds
518,Quatre Cocos,MU,-20.2078,57.7625,74.08,74,57,9.6,broken clouds
519,Nuuk,GL,64.1835,-51.7216,23.61,80,100,6.91,overcast clouds
520,Obernai,FR,48.4631,7.481,40.95,87,75,9.22,light rain
521,Aasiaat,GL,68.7098,-52.8699,4.78,90,100,8.61,overcast clouds
522,Kabinda,CD,-6.1333,24.4833,67.15,91,100,1.32,overcast clouds
523,Roald,NO,62.5833,6.1333,32.14,64,9,9.22,clear sky
524,Emden,DE,53.3667,7.2167,30.96,90,55,3.44,broken clouds
525,Kudahuvadhoo,MV,2.6708,72.8944,81.54,76,100,11.99,overcast clouds
526,Duobao,CN,30.67,112.6895,49.53,83,100,12.46,overcast clouds
527,Mayahi,NE,13.9553,7.6712,65.62,14,4,11.48,clear sky
528,Boundiali,CI,9.5217,-6.4869,73.06,22,76,3.91,broken clouds
529,Madison,US,34.7334,-86.5667,69.15,97,90,3.0,overcast clouds
530,Pilar,BR,-9.5972,-35.9567,76.93,87,27,8.7,scattered clouds
531,Kaeo,NZ,-35.1,173.7833,74.32,87,96,9.55,overcast clouds
532,Mangalia,RO,43.8,28.5833,51.08,72,14,23.15,few clouds
533,Jauja,PE,-11.7758,-75.4966,47.71,89,100,6.11,overcast clouds
534,Coihueco,CL,-36.6167,-71.8333,63.34,72,90,6.91,overcast clouds
535,Narayanpet,IN,16.7333,77.5,68.83,82,0,5.08,clear sky
536,Coihaique,CL,-45.5752,-72.0662,64.35,42,0,4.61,clear sky
537,Mnogovershinnyy,RU,53.9353,139.9242,21.43,96,100,5.3,light snow
538,Baglan,AF,36.1307,68.7083,45.28,17,82,1.54,broken clouds
539,Regina,CA,50.4501,-104.6178,19.4,71,20,8.05,few clouds
540,Vytegra,RU,61.0064,36.4481,10.36,86,14,10.74,few clouds
541,Dandeli,IN,15.2667,74.6167,69.62,88,2,5.53,clear sky
542,Vredendal,ZA,-31.6683,18.5012,63.88,81,12,5.17,few clouds
543,Sobolevo,RU,54.4299,31.8996,33.28,93,100,18.19,overcast clouds
544,Erzincan,TR,39.75,39.5,24.1,100,40,3.44,scattered clouds
545,Ullapool,GB,57.8987,-5.1604,44.35,88,100,7.11,overcast clouds
546,Boa Vista,BR,2.8197,-60.6733,78.78,83,90,14.97,overcast clouds
547,Richards Bay,ZA,-28.783,32.0377,74.62,89,9,13.44,clear sky
548,Gambela,ET,8.25,34.5833,77.31,38,8,4.25,clear sky
549,Morondava,MG,-20.2833,44.2833,79.83,78,44,2.3,scattered clouds
550,Ucluelet,CA,48.9329,-125.5528,48.09,92,100,5.01,moderate rain
551,Yarmouth,US,41.7057,-70.2286,46.51,90,1,0.0,clear sky
552,San Benito,US,36.6166,-121.0844,42.06,60,33,3.74,scattered clouds
553,Bilma,NE,18.6853,12.9164,60.44,14,97,8.95,overcast clouds
554,Tarbagatay,RU,51.4803,107.3602,11.73,86,100,6.6,overcast clouds
555,Palora,EC,-1.7,-77.9333,67.41,98,23,2.04,light rain
556,Road Town,VG,18.4167,-64.6167,80.69,74,0,22.26,clear sky
557,Yumen,CN,40.2833,97.2,19.02,78,9,13.91,clear sky
558,Ozinki,RU,51.1786,49.6769,22.17,91,24,14.7,few clouds
559,Mandalgovi,MN,45.7625,106.2708,9.14,41,0,10.36,clear sky
560,Chuguyevka,RU,44.1653,133.8633,29.61,87,100,3.98,overcast clouds
561,Nanpiao,CN,41.0982,120.7479,34.61,43,100,4.36,overcast clouds
562,Tessalit,ML,20.1986,1.0114,67.3,9,100,8.16,overcast clouds
563,Killybegs,IE,54.6333,-8.45,42.46,82,100,10.67,overcast clouds
564,San Patricio,US,28.017,-97.5169,79.54,81,100,14.92,overcast clouds
565,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,20,8.05,few clouds
566,Ust-Maya,RU,60.4167,134.5333,-16.01,100,95,2.35,overcast clouds
567,Tiznit,MA,29.5833,-9.5,55.76,33,0,1.19,clear sky
568,Babanka,UA,48.7097,30.4483,45.39,87,100,17.13,overcast clouds
569,Homer,US,59.6425,-151.5483,28.29,87,90,0.0,light snow
570,Waddan,LY,29.1614,16.139,49.62,43,38,4.99,scattered clouds
571,Namtsy,RU,62.7161,129.6658,-23.69,100,99,3.56,overcast clouds
572,Kupang,ID,-10.1667,123.5833,84.78,89,40,4.61,scattered clouds
573,Itarema,BR,-2.9248,-39.9167,80.51,77,7,12.24,clear sky
574,Batagay-Alyta,RU,67.8006,130.4114,-20.42,97,100,0.92,overcast clouds
575,Kismayo,SO,-0.3582,42.5454,79.12,76,63,13.38,broken clouds
576,Sal Rei,CV,16.1833,-22.9167,70.36,70,96,20.11,overcast clouds
577,Kefamenanu,ID,-9.4467,124.4781,83.75,62,35,2.48,scattered clouds
578,Bulakamba,ID,-6.8748,108.9559,82.22,74,91,5.37,overcast clouds
579,Obo,CF,5.3998,26.4869,71.58,42,6,3.67,clear sky
580,Doka,SD,13.5167,35.7667,73.54,22,0,11.52,clear sky
581,Oranjemund,NA,-28.55,16.4333,60.33,94,2,4.63,clear sky
582,Canutama,BR,-6.5339,-64.3831,74.05,95,100,0.92,overcast clouds
583,Batemans Bay,AU,-35.7167,150.1833,66.99,65,67,14.16,broken clouds
584,Munak,IN,29.5187,76.8486,52.97,55,0,5.21,clear sky
585,Pakxan,LA,18.3778,103.6601,67.55,75,2,3.96,clear sky
586,Rivadavia,AR,-33.1905,-68.4608,75.67,46,0,10.22,clear sky
587,Monte Patria,CL,-30.6919,-70.9467,64.65,68,0,4.36,clear sky
588,Vazante,BR,-17.9869,-46.9078,72.45,69,4,0.92,clear sky
589,Tartus,SY,34.889,35.8866,43.09,61,5,8.97,clear sky
590,Dongzhen,CN,22.3797,110.9389,67.66,61,0,2.89,clear sky
591,Kinsale,IE,51.7075,-8.5306,45.77,93,75,8.05,broken clouds
592,Omboue,GA,-1.5746,9.2618,77.81,89,100,5.41,overcast clouds
593,Lewisville,US,33.0462,-96.9942,79.56,46,1,1.01,clear sky
594,Solnechnyy,RU,50.7214,136.6319,21.49,85,100,6.04,overcast clouds
595,Dubbo,AU,-32.25,148.6167,71.73,46,75,9.22,broken clouds
596,Ambilobe,MG,-13.2,49.05,72.05,80,100,4.63,overcast clouds
597,Saldanha,ZA,-33.0117,17.9442,60.85,89,26,5.99,scattered clouds
598,Morro Bay,US,35.3658,-120.8499,57.76,69,0,5.68,clear sky
599,Qurayyat,SA,31.3318,37.3428,44.78,61,0,4.61,clear sky
600,Oktyabrskiy,RU,54.4815,53.471,14.79,85,7,13.04,clear sky
601,Bintulu,MY,3.1667,113.0333,79.21,94,20,3.44,few clouds
602,Conakry,GN,9.538,-13.6773,78.37,73,100,5.7,overcast clouds
603,Riyadh,SA,24.6877,46.7219,50.14,41,78,4.52,broken clouds
604,Asosa,ET,10.0667,34.5333,64.44,34,4,4.88,clear sky
605,Hesla,IN,24.0667,85.8833,59.22,64,3,5.53,clear sky
606,Visby,SE,57.6409,18.296,36.05,100,90,5.75,drizzle
607,Porto Santo,PT,33.072,-16.3415,64.78,63,40,11.5,scattered clouds
608,Cururupu,BR,-1.8283,-44.8683,77.97,83,79,4.25,broken clouds
609,Gra Liyia,GR,35.0167,25.6833,59.18,75,60,3.0,broken clouds
610,Tolaga Bay,NZ,-38.3667,178.3,80.26,48,100,4.27,overcast clouds
611,Fortuna,US,40.5982,-124.1573,47.66,76,1,6.91,clear sky
612,Talcahuano,CL,-36.7167,-73.1167,55.08,88,90,5.75,overcast clouds
613,Elk River,US,45.3038,-93.5672,30.69,94,100,3.0,light snow
614,Siyabuswa,ZA,-25.1132,29.0445,72.66,62,20,3.06,few clouds
615,Harsin,IR,34.2721,47.5861,29.21,64,0,1.14,clear sky
616,Pitimbu,BR,-7.4706,-34.8086,81.19,77,4,13.69,clear sky
617,Shimoda,JP,34.6667,138.95,57.56,69,70,6.11,broken clouds
618,Minab,IR,27.1467,57.0801,58.5,55,14,4.56,few clouds
619,Baruun-Urt,MN,46.6806,113.2792,10.33,75,100,2.82,overcast clouds
620,Punta Alta,AR,-38.8759,-62.0736,70.34,68,0,7.81,clear sky
621,Boizenburg,DE,53.3833,10.7167,35.13,93,85,2.3,overcast clouds
622,Burley,US,42.5357,-113.7928,28.36,64,1,11.5,clear sky
623,Povenets,RU,62.8487,34.8262,13.35,94,41,9.04,scattered clouds
624,Yenagoa,NG,4.9247,6.2642,78.22,90,79,3.58,broken clouds
625,Nongstoin,IN,25.5167,91.2667,46.17,64,0,4.29,clear sky
626,Asilah,MA,35.465,-6.0348,62.46,81,99,6.67,overcast clouds
627,Pacific Grove,US,36.6177,-121.9166,53.71,72,1,3.0,clear sky
628,Antalya,TR,36.7741,30.7178,61.39,80,75,6.91,broken clouds
629,Bara,NG,10.3744,10.7288,68.54,24,24,8.3,few clouds
630,Axim,GH,4.8699,-2.2405,78.93,86,10,7.14,clear sky
631,Telimele,GN,10.9167,-13.3333,69.58,57,98,1.05,overcast clouds
632,Sonoita,MX,31.85,-112.8333,57.52,41,100,8.01,overcast clouds
633,Yerbogachen,RU,61.2767,108.0108,-16.15,97,15,5.66,few clouds
634,Kiomboi,TZ,-4.2667,34.3667,64.06,70,59,4.83,broken clouds
635,Banapur,IN,19.7833,85.1833,71.1,83,0,3.91,clear sky
636,Tazovskiy,RU,67.4667,78.7,1.49,96,100,18.7,light snow
637,Marfino,RU,55.7028,37.3822,4.95,86,0,6.71,clear sky
638,Lasa,IT,46.6166,10.7002,31.08,93,100,6.71,overcast clouds
639,Blackwater,AU,-23.5833,148.8833,86.79,32,0,8.9,clear sky
640,Montrose,US,38.4166,-108.2673,17.01,80,8,3.0,clear sky
641,Codrington,AU,-38.2667,141.9667,65.1,51,0,13.58,clear sky
642,Krasnyy Kommunar,RU,51.9644,55.3668,24.87,74,40,8.95,scattered clouds
643,Terre-De-Bas,GP,15.8501,-61.6442,78.66,74,10,20.33,clear sky
644,Margate,GB,51.3813,1.3862,39.69,84,0,4.0,clear sky
645,Bahia Blanca,AR,-38.7196,-62.2724,70.66,63,0,6.8,clear sky
646,Lucapa,AO,-8.4192,20.7447,65.43,96,100,2.15,light rain
647,Annau,TM,37.8876,58.516,38.7,93,75,6.91,broken clouds
648,Kholodnyy,RU,62.7167,147.95,-44.25,99,88,0.29,overcast clouds
649,Port Hawkesbury,CA,45.6169,-61.3485,28.58,81,90,4.0,overcast clouds
650,Yura,PE,-16.2522,-71.6797,50.52,87,40,8.05,scattered clouds
651,Nhulunbuy,AU,-12.2333,136.7667,92.01,55,75,8.05,broken clouds
652,Ixtapa,MX,20.7,-105.2,78.03,78,75,5.75,broken clouds
653,Inuvik,CA,68.3499,-133.7218,-12.14,84,75,5.75,broken clouds
654,Westport,US,41.1415,-73.3579,46.54,85,1,0.0,clear sky
655,Ternate,ID,0.8,127.4,83.48,78,98,6.42,overcast clouds
656,Corrientes,AR,-27.4806,-58.8341,78.03,71,0,1.99,clear sky
657,Haines Junction,CA,60.7522,-137.5108,8.55,85,97,4.61,overcast clouds
658,Jumla,NP,29.2747,82.1838,32.92,22,0,6.06,clear sky
659,Umm Bab,QA,25.2142,50.8072,62.28,76,9,13.62,clear sky
660,Necochea,AR,-38.5473,-58.7368,65.03,88,100,12.26,overcast clouds
661,Viedma,AR,-40.8135,-62.9967,68.9,71,0,16.28,clear sky
662,Vaasa,FI,63.096,21.6158,24.94,93,90,6.91,light snow
663,Maltahohe,NA,-24.8333,16.9833,68.61,13,5,2.24,clear sky
664,Juneau,US,58.3019,-134.4197,34.21,90,90,9.22,light snow
665,Muriwai Beach,NZ,-36.8167,174.45,79.43,49,99,8.39,overcast clouds
666,Pula,HR,44.8683,13.8481,43.36,75,0,12.66,clear sky
667,Garmsar,IR,35.2182,52.3409,47.8,41,2,3.09,clear sky
668,Pitogo,PH,13.7847,122.0881,79.86,83,100,14.52,heavy intensity rain
669,Preobrazheniye,RU,42.9019,133.9064,38.25,64,2,7.09,clear sky
670,Sakakah,SA,29.9697,40.2064,51.37,52,100,7.65,overcast clouds
671,Sungaipenuh,ID,-2.0833,101.3833,68.23,93,100,2.13,overcast clouds
672,Maceio,BR,-9.6658,-35.7353,78.24,88,75,4.61,broken clouds
673,Schotten,DE,50.5,9.1333,34.81,93,94,2.98,overcast clouds
674,Lamu,KE,-2.2717,40.902,79.02,80,52,9.51,broken clouds
675,Omsukchan,RU,62.5333,155.8,-22.41,79,7,2.89,clear sky
676,Saint-Francois,FR,46.4154,3.9054,39.47,90,90,11.5,overcast clouds
677,Otane,NZ,-39.8833,176.6333,80.38,36,100,2.62,overcast clouds
678,Socorro,US,31.6546,-106.3033,57.45,49,20,13.8,few clouds
679,Kaele,CM,10.1092,14.4508,76.48,17,100,11.95,overcast clouds
680,Moindou,NC,-21.6924,165.677,89.55,52,92,2.98,overcast clouds
681,Monze,ZM,-16.2833,27.4833,70.97,47,13,4.81,few clouds
682,Uyuni,BO,-20.4597,-66.825,55.42,33,29,16.78,scattered clouds
683,Birao,CF,10.2849,22.7882,69.49,27,31,6.38,scattered clouds
684,Shieli,KZ,44.1667,66.75,37.08,45,0,8.12,clear sky
685,Teya,RU,60.3778,92.6267,3.43,96,100,6.76,light snow
686,Havelock,US,34.8791,-76.9013,67.96,90,89,5.99,overcast clouds
687,Broome,US,42.2506,-75.833,38.48,76,20,1.99,few clouds
688,Jawhar,SO,2.7809,45.5005,70.52,90,96,8.68,overcast clouds
689,Kiama,AU,-34.6833,150.8667,71.38,60,65,22.39,broken clouds
690,Alta Floresta,BR,-9.8756,-56.0861,73.62,95,100,0.83,overcast clouds
691,Mundo Nuevo,MX,18.7,-95.5,76.46,89,10,6.78,clear sky
692,Smithers,CA,54.7804,-127.1743,32.32,100,90,8.05,snow
693,Boende,CD,-0.2167,20.8667,75.07,78,93,1.32,overcast clouds
694,Sombrio,BR,-29.1139,-49.6167,63.93,79,100,2.51,overcast clouds
695,Nabire,ID,-3.3667,135.4833,88.0,60,14,2.15,few clouds
696,Kaiyuan,CN,23.6977,103.3037,56.89,86,27,4.12,scattered clouds
697,Manjakandriana,MG,-18.9167,47.8,56.89,90,67,3.24,broken clouds
698,Agadez,NE,19.75,10.25,59.09,13,100,8.05,overcast clouds
